DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysOfExposure,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,EMILY's List,10231,Ransomware,9325,Business,Other,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,29,100-199
07/20/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,07/15/2019 12:00:00 AM,07/10/2020 12:00:00 AM,"Filters Fast, LLC",10232,Malware,6584,Business,Retail,2021,2021,"1,000-9,999",300-399,0,371,371,false,361,10,false,25,300-399
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,March of Dimes,10233,Ransomware,446097,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Metropolitan State University Denver Foundation,10234,Ransomware,1235,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"Planned Parenthood of the Columbia Willamette, Inc.",10235,Ransomware,2866,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Portland Community College Foundation,10236,Ransomware,17908,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Save the Children,10237,Ransomware,47465,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,ShelterBox USA,10238,Ransomware,778,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,St. Joseph School,10239,Ransomware,5142,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,University of Minnesota Foundation,10241,Ransomware,6460,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,29,100-199
07/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Excelsior College,10243,Ransomware,4069,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,31,100-199
07/16/2020 12:00:00 AM,08/17/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Colby College,10244,Ransomware,606,Education,,2021,2021,500-999,100-199,0,160,160,false,103,57,false,32,100-199
07/16/2020 12:00:00 AM,08/17/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Gonzaga Preparatory School,10245,Ransomware,5000,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,32,100-199
05/20/2020 12:00:00 AM,08/17/2020 12:00:00 AM,Cyberattack,01/27/2020 12:00:00 AM,,"Mammoth Media, Inc.",10246,,,Business,Software,2021,2021,Unknown,Unknown,,114,,false,,,false,89,Unknown
07/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Phi Kappa Psi Fraternity,10247,Ransomware,677,Finance,,2021,2021,500-999,100-199,0,161,161,false,103,58,false,31,100-199
07/16/2020 12:00:00 AM,08/17/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Washington State University Foundation,10248,Ransomware,334219,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,32,100-199
07/16/2020 12:00:00 AM,08/18/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,University of South Carolina,10249,Ransomware,1165,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,33,100-199
07/13/2020 12:00:00 AM,08/19/2020 12:00:00 AM,Cyberattack,05/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,American Payroll Association,10250,Malware,548,Business,Other,2021,2021,500-999,1-99,0,61,61,true,61,,true,37,1-99
07/16/2020 12:00:00 AM,08/19/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,California Lutheran University,10251,Ransomware,3549,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,34,100-199
07/16/2020 12:00:00 AM,08/19/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Ronald McDonald House Charities,10252,Ransomware,911,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,false,103,57,false,34,100-199
07/01/2020 12:00:00 AM,08/20/2020 12:00:00 AM,Unauthorized Access,06/23/2020 12:00:00 AM,07/01/2020 12:00:00 AM,"Dave, Inc.",10253,,40998,Business,Software,2021,2021,"10,000-49,999",1-99,0,8,8,true,8,,true,50,1-99
07/16/2020 12:00:00 AM,08/20/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,UWM-Foundation,10254,Ransomware,1357,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,35,100-199
07/16/2020 12:00:00 AM,08/21/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Boy Scouts of America,10255,Ransomware,981068,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,36,100-199
04/06/2020 12:00:00 AM,08/21/2020 12:00:00 AM,Cyberattack,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,"Cetera Financial Group, Inc.",10256,,2760,Finance,,2021,2021,"1,000-9,999",0,0,0,0,true,0,,true,137,0
07/16/2020 12:00:00 AM,08/21/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Heifer Project International,10257,Ransomware,120041,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,36,100-199
07/16/2020 12:00:00 AM,08/21/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,MultiCare Health System,10259,Ransomware,302769,Health,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,36,100-199
07/16/2020 12:00:00 AM,08/21/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,National Parks Conservation Association,10260,Ransomware,12640,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,false,103,57,false,36,100-199
07/16/2020 12:00:00 AM,08/21/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,West Virginia University Foundation,10261,Ransomware,1015,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,36,100-199
07/16/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Planned Parenthood of the Great Northwest and the Hawaiian Islands,10262,Ransomware,60813,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,39,100-199
07/16/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Southern New Hampshire University,10263,Ransomware,1826,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,39,100-199
01/12/2020 12:00:00 AM,08/25/2020 12:00:00 AM,Cyberattack,,,Westcor Land Title Insurance Company,10264,Malware,979,Finance,,2021,2021,500-999,Unknown,,,,false,,,false,226,Unknown
07/27/2020 12:00:00 AM,08/26/2020 12:00:00 AM,Cyberattack,10/01/2019 12:00:00 AM,04/08/2020 12:00:00 AM,"Stericycle, Inc.",10265,Malware,1284,Business,Professional Services,2021,2021,"1,000-9,999",300-399,0,300,300,false,190,110,false,30,100-199
07/16/2020 12:00:00 AM,08/27/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"The Omicron Delta Kappa Society and Educational Foundation, Inc.",10266,Ransomware,1753,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,42,100-199
07/16/2020 12:00:00 AM,08/27/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,University of Puget Sound,10267,Ransomware,1429,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,42,100-199
07/27/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Cyberattack,06/01/2019 12:00:00 AM,06/17/2020 12:00:00 AM,"AliMed, Inc.",10268,Malware,672,Business,Manufacturing,2021,2021,500-999,400-499,0,422,422,false,382,40,false,32,300-399
07/16/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,University of Alaska Foundation,10269,Ransomware,6586,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,43,100-199
05/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,Cyberattack,05/15/2020 12:00:00 AM,05/17/2020 12:00:00 AM,Assured Imaging,10271,Ransomware,37702,Health,,2021,2021,"10,000-49,999",1-99,0,4,4,false,2,2,false,104,1-99
07/16/2020 12:00:00 AM,08/31/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Planned Parenthood Los Angeles,10272,Ransomware,1027,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,46,100-199
08/06/2020 12:00:00 AM,08/31/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,The Open Window School,10273,Ransomware,1929,Education,,2021,2021,"1,000-9,999",100-199,0,181,181,false,103,78,false,25,100-199
07/16/2020 12:00:00 AM,09/01/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"Guide Dogs for the Blind, Inc.",10274,Ransomware,8169,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,47,100-199
08/07/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Children's Cancer Association,10275,Ransomware,1752,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,182,182,false,103,79,false,38,100-199
07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Jewish Family Service,10276,Ransomware,3204,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,60,100-199
08/18/2020 12:00:00 AM,09/15/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,American Heart Association,10277,Ransomware,7658,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,193,193,false,103,90,false,28,100-199
07/16/2020 12:00:00 AM,09/02/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Hamline University,10278,Ransomware,1066,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,48,100-199
08/03/2020 12:00:00 AM,09/02/2020 12:00:00 AM,Cyberattack,05/27/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Nutranext,10279,Malware,580,Business,Consumable,2021,2021,500-999,1-99,0,68,68,true,68,,true,30,1-99
08/11/2020 12:00:00 AM,09/02/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,University of North Dakota Alumni Association and Foundation,10280,Ransomware,2687,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,186,186,false,103,83,false,22,100-199
07/16/2020 12:00:00 AM,09/02/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,University of Rhode Island Foundation,10281,Ransomware,500,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,false,103,57,false,48,100-199
08/05/2020 12:00:00 AM,09/02/2020 12:00:00 AM,Cyberattack,04/25/2020 12:00:00 AM,08/05/2020 12:00:00 AM,Warner Music Group,10282,Malware,3368,Business,Entertainment,2021,2021,"1,000-9,999",100-199,0,102,102,true,102,,true,28,100-199
07/11/2020 12:00:00 AM,09/03/2020 12:00:00 AM,Cyberattack,06/19/2020 12:00:00 AM,07/11/2020 12:00:00 AM,Live Auctioneers,10283,Malware,38523,Business,Other,2021,2021,"10,000-49,999",1-99,0,22,22,true,22,,true,54,1-99
08/19/2020 12:00:00 AM,09/03/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Olympic College Foundation,10284,Ransomware,25583,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,194,194,false,103,91,false,15,100-199
08/21/2020 12:00:00 AM,09/03/2020 12:00:00 AM,Unauthorized Access,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,"Osmose Utilities Services, Inc.",10285,,577,Business,Construction,2021,2021,500-999,1-99,0,42,42,false,0,42,false,13,0
07/16/2020 12:00:00 AM,09/03/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Polycystic Kidney Disease Foundation,10286,Ransomware,8052,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,49,100-199
01/15/2020 12:00:00 AM,09/04/2020 12:00:00 AM,Cyberattack,01/05/2020 12:00:00 AM,01/08/2020 12:00:00 AM,"Artech, L.L.C.",10287,Ransomware,1664,Business,Human Resources,2021,2021,"1,000-9,999",1-99,0,10,10,false,3,7,false,233,1-99
08/05/2020 12:00:00 AM,09/04/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Children's Home Society of Washington,10288,Ransomware,564,Non-Profit/Charity,,2021,2021,500-999,100-199,0,180,180,false,103,77,false,30,100-199
08/05/2020 12:00:00 AM,09/04/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Drake University,10289,Ransomware,1050,Education,,2021,2021,"1,000-9,999",100-199,0,180,180,false,103,77,false,30,100-199
08/14/2020 12:00:00 AM,09/04/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Hydrocephalus Association,10290,Ransomware,835,Non-Profit/Charity,,2021,2021,500-999,100-199,0,189,189,false,103,86,false,21,100-199
08/27/2020 12:00:00 AM,09/04/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Navy League of the United States,10291,Ransomware,1398,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,202,202,false,103,99,false,8,100-199
08/05/2020 12:00:00 AM,09/04/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Southern Adventist University,10292,Ransomware,1336,Education,,2021,2021,"1,000-9,999",100-199,0,180,180,false,103,77,false,30,100-199
07/16/2020 12:00:00 AM,09/07/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Operation Homefront,10293,Ransomware,5272,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,53,100-199
08/11/2020 12:00:00 AM,09/08/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Florida International University Foundation,10294,Ransomware,922,Education,,2021,2021,500-999,100-199,0,186,186,false,103,83,false,28,100-199
08/11/2020 12:00:00 AM,09/08/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,NOLS,10295,Ransomware,3049,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,186,186,false,103,83,false,28,100-199
11/17/2019 12:00:00 AM,09/11/2020 12:00:00 AM,Unauthorized Access,11/07/2019 12:00:00 AM,02/03/2020 12:00:00 AM,"CorePower Yoga, LLC",10296,,618,Business,Fitness,2021,2021,500-999,1-99,78,10,88,true,88,,false,299,1-99
07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"AARP, Inc. & AARP Foundation",10297,Ransomware,248615,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,60,100-199
08/14/2020 12:00:00 AM,09/08/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Saybrook University,10298,Ransomware,935,Education,,2021,2021,500-999,100-199,0,189,189,false,103,86,false,25,100-199
08/11/2020 12:00:00 AM,09/08/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,The University of Notre Dame,10299,Ransomware,3209,Education,,2021,2021,"1,000-9,999",100-199,0,186,186,false,103,83,false,28,100-199
07/16/2020 12:00:00 AM,09/08/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Virginia Mason Medical Center,10300,Ransomware,227371,Health,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,54,100-199
07/16/2020 12:00:00 AM,09/08/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Pacific University Oregon,10301,Ransomware,9196,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,54,100-199
08/10/2020 12:00:00 AM,09/09/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Inova Health System,10302,Ransomware,2470,Health,,2021,2021,"1,000-9,999",100-199,0,185,185,false,103,82,false,30,100-199
07/16/2020 12:00:00 AM,09/09/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,KidsQuest Children's Museum,10303,Ransomware,57024,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,false,103,57,false,55,100-199
,09/11/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,YouthCare,10304,Ransomware,3410,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,,,false,103,,false,,100-199
,09/15/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,American Medical Association Foundation,10307,Ransomware,1369,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,,,false,103,,false,,100-199
08/14/2020 12:00:00 AM,09/17/2020 12:00:00 AM,Cyberattack,07/14/2019 12:00:00 AM,06/30/2020 12:00:00 AM,Greenworks Tools,10308,Malware,679,Business,Retail,2021,2021,500-999,300-399,0,397,397,false,352,45,false,34,300-399
,09/17/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Tidewater Community College Education Foundation,10310,Ransomware,1029,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,,,false,103,,false,,100-199
09/09/2020 12:00:00 AM,09/17/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Western Washington University Foundation,10311,Ransomware,165000,Education,,2021,2021,"50,000-999,999",200-299,0,215,215,false,103,112,false,8,100-199
07/16/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Ball State University Foundation,10312,Ransomware,755,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,false,103,57,false,64,100-199
08/21/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,04/26/2020 12:00:00 AM,08/03/2020 12:00:00 AM,"FabFitFun, Inc.",10313,Malware,11094,Business,Retail,2021,2021,"10,000-49,999",100-199,0,117,117,false,99,18,false,28,1-99
12/21/2020 12:00:00 AM,02/10/2021 12:00:00 AM,Cyberattack,,,"City of Ellensburg, Washington",10314,Ransomware,8523,Government,,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,51,Unknown
07/16/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Homeward Pet Adoption Center,10315,Ransomware,36050,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,false,103,57,false,64,100-199
08/20/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Joslin Diabetes Center,10316,Ransomware,1212,Health,,2021,2021,"1,000-9,999",100-199,0,195,195,false,103,92,false,29,100-199
07/16/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Minnesota State University Mankato Foundation,10317,Ransomware,1134,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,false,103,57,false,64,100-199
08/20/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Theft or Mistake,08/20/2020 12:00:00 AM,,St. Hubert's Church,10318,,657,Non-Profit/Charity,,2021,2021,500-999,Unknown,,0,,false,,,false,29,Unknown
07/30/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Theft or Mistake,07/30/2020 12:00:00 AM,,U.S. Bank,10319,,1292,Finance,,2021,2021,"1,000-9,999",Unknown,,0,,false,,,false,50,Unknown
07/17/2020 12:00:00 AM,09/23/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Point Loma Nazarene University,10320,Ransomware,1967,Education,,2021,2021,"1,000-9,999",100-199,0,161,161,false,103,58,false,68,100-199
09/17/2020 12:00:00 AM,09/25/2020 12:00:00 AM,Cyberattack,07/14/2020 12:00:00 AM,07/19/2020 12:00:00 AM,Bayley Construction,10321,Ransomware,938,Business,Construction,2021,2021,500-999,1-99,0,65,65,false,5,60,false,8,1-99
08/30/2020 12:00:00 AM,09/28/2020 12:00:00 AM,Theft or Mistake,08/30/2020 12:00:00 AM,,5th Avenue Theatre Association,10323,,3468,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,0,,false,,,false,29,Unknown
07/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Mary's Place,10324,Ransomware,10000,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,false,103,57,false,74,100-199
08/20/2020 12:00:00 AM,09/29/2020 12:00:00 AM,Cyberattack,03/30/2020 12:00:00 AM,05/14/2020 12:00:00 AM,"CBD Industries, LLC",10326,Malware,1088,Business,Consumable,2021,2021,"1,000-9,999",100-199,0,143,143,false,45,98,false,40,1-99
07/10/2020 12:00:00 AM,09/29/2020 12:00:00 AM,Unauthorized Access,,,"Spire Hospitality, LLC",10327,,516,Business,Hospitality,2021,2021,500-999,Unknown,,,,false,,,false,81,Unknown
,09/30/2020 12:00:00 AM,Cyberattack,02/01/2020 12:00:00 AM,08/31/2020 12:00:00 AM,Made in Oregon,10328,,537,Business,Retail,2021,2021,500-999,Unknown,,,,false,212,,false,,200-299
05/01/2020 12:00:00 AM,09/30/2020 12:00:00 AM,Cyberattack,,,"Northwest Eye Surgeons, P.C. and Sight Partners LLC",10329,Ransomware,6809,Health,,2021,2021,"1,000-9,999",Unknown,,,,false,,,false,152,Unknown
09/08/2020 12:00:00 AM,09/30/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,World Relief,10330,Ransomware,734,Non-Profit/Charity,,2021,2021,500-999,200-299,0,214,214,false,103,111,false,22,100-199
,10/01/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Gallaudet University,10331,Ransomware,1195,Education,,2021,2021,"1,000-9,999",Unknown,,,,false,103,,false,,100-199
08/28/2020 12:00:00 AM,10/02/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"Farm Sanctuary, Inc.",10332,Ransomware,1065,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,203,203,false,103,100,false,35,100-199
09/18/2020 12:00:00 AM,10/06/2020 12:00:00 AM,Unauthorized Access,,,Gymshark Limited,10333,,59769,Business,Clothing,2021,2021,"50,000-999,999",Unknown,,,,false,,,false,18,Unknown
09/24/2020 12:00:00 AM,10/12/2020 12:00:00 AM,Cyberattack,09/14/2020 12:00:00 AM,09/24/2020 12:00:00 AM,Evergreen Public Schools,10334,,3585,Education,,2021,2021,"1,000-9,999",1-99,0,10,10,true,10,,true,18,1-99
09/14/2020 12:00:00 AM,10/12/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,ZERO - The End of Prostate Cancer,10335,Ransomware,1139,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,220,220,false,103,117,false,28,100-199
05/31/2019 12:00:00 AM,03/02/2020 12:00:00 AM,Unauthorized Access,04/11/2019 12:00:00 AM,07/23/2019 12:00:00 AM,Carnival Corporation & PLC,10536,,11346,Business,Transportation,2020,2020,"10,000-49,999",100-199,53,50,103,true,103,,false,276,100-199
07/01/2020 12:00:00 AM,10/12/2020 12:00:00 AM,Cyberattack,06/24/2020 12:00:00 AM,07/01/2020 12:00:00 AM,EyeMed Vision Care LLC,10338,Phishing,19625,Health,,2021,2021,"10,000-49,999",1-99,0,7,7,true,7,,true,103,1-99
07/16/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Forest Ridge School of the Sacred Heart,10339,Ransomware,555,Education,,2021,2021,500-999,100-199,0,160,160,false,103,57,false,89,100-199
09/14/2020 12:00:00 AM,10/15/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"University of Nevada, Reno",10340,Ransomware,3361,Education,,2021,2021,"1,000-9,999",200-299,0,220,220,false,103,117,false,31,100-199
08/31/2020 12:00:00 AM,10/16/2020 12:00:00 AM,Theft or Mistake,08/29/2020 12:00:00 AM,08/30/2020 12:00:00 AM,The Health & Wellness Clinic,10341,,889,Health,,2021,2021,500-999,1-99,0,2,2,false,1,1,false,46,1-99
