DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysOfExposure,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
03/28/2018 12:00:00 AM,04/11/2018 12:00:00 AM,Cyberattack,09/26/2017 12:00:00 AM,10/12/2017 12:00:00 AM,Delta Airlines,9561,Malware,24563,Business,Software,2018,2018,"10,000-49,999",100-199,0,183,183,false,16,167,false,14,1-99
03/28/2018 12:00:00 AM,04/13/2018 12:00:00 AM,Cyberattack,09/26/2017 12:00:00 AM,10/12/2017 12:00:00 AM,"Best Buy Co, Inc.",9562,Malware,8390,Business,Retail,2018,2018,"1,000-9,999",100-199,0,183,183,false,16,167,false,16,1-99
03/14/2018 12:00:00 AM,04/13/2018 12:00:00 AM,Unauthorized Access,,,Inogen Inc.,9563,,518,Health,,2018,2018,500-999,Unknown,,,,false,,,false,30,Unknown
03/15/2018 12:00:00 AM,04/24/2018 12:00:00 AM,Cyberattack,09/27/2017 12:00:00 AM,10/12/2017 12:00:00 AM,Sears Holdings,9565,Malware,2373,Business,Retail,2018,2018,"1,000-9,999",100-199,0,169,169,false,15,154,false,40,1-99
03/29/2018 12:00:00 AM,04/26/2018 12:00:00 AM,Cyberattack,07/01/2017 12:00:00 AM,03/31/2018 12:00:00 AM,Hudson's Bay Company,9566,Malware,,Business,Retail,2018,2018,Unknown,200-299,2,271,273,true,273,,false,28,200-299
02/16/2018 12:00:00 AM,04/30/2018 12:00:00 AM,Cyberattack,11/29/2017 12:00:00 AM,02/16/2018 12:00:00 AM,Rail Europe North America,9567,,687,Business,Transportation,2018,2018,500-999,1-99,0,79,79,true,79,,true,73,1-99
03/19/2018 12:00:00 AM,05/03/2018 12:00:00 AM,Cyberattack,10/01/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Alaska Airlines,9569,,1442,Business,Transportation,2018,2018,"1,000-9,999",100-199,0,169,169,false,82,87,false,45,1-99
02/01/2018 12:00:00 AM,05/08/2018 12:00:00 AM,Theft or Mistake,12/31/2017 12:00:00 AM,01/31/2018 12:00:00 AM,Global University,9570,,5679,Education,,2018,2018,"1,000-9,999",1-99,0,32,32,false,31,1,false,96,1-99
04/21/2018 12:00:00 AM,05/09/2018 12:00:00 AM,Theft or Mistake,,,H&R Block,9571,,2655,Finance,,2018,2018,"1,000-9,999",Unknown,,,,false,,,false,18,Unknown
04/12/2018 12:00:00 AM,05/09/2018 12:00:00 AM,Unauthorized Access,,,"TaskRabbit, Inc.",9572,,77618,Business,Home,2018,2018,"50,000-999,999",Unknown,,,,false,,,false,27,Unknown
04/05/2018 12:00:00 AM,05/17/2018 12:00:00 AM,Cyberattack,11/25/2017 12:00:00 AM,11/25/2017 12:00:00 AM,Corporation Service Company,9573,,4631,Business,Legal,2018,2018,"1,000-9,999",100-199,0,131,131,false,0,131,false,42,0
05/11/2018 12:00:00 AM,05/18/2018 12:00:00 AM,Cyberattack,03/01/2018 12:00:00 AM,04/01/2018 12:00:00 AM,Brinker International (Chilis),9574,Malware,,Business,Hospitality,2018,2018,Unknown,1-99,0,71,71,false,31,40,false,7,1-99
05/01/2018 12:00:00 AM,06/23/2018 12:00:00 AM,Cyberattack,05/01/2018 12:00:00 AM,05/01/2018 12:00:00 AM,"Terteling Company, Inc.",9576,Phishing,941,Business,Construction,2018,2018,500-999,0,0,0,0,true,0,,true,53,0
06/20/2018 12:00:00 AM,06/29/2018 12:00:00 AM,Unauthorized Access,,,Northwest University,9577,,1434,Education,,2018,2018,"1,000-9,999",Unknown,,,,false,,,false,9,Unknown
06/11/2018 12:00:00 AM,07/01/2018 12:00:00 AM,Cyberattack,04/26/2018 12:00:00 AM,06/12/2018 12:00:00 AM,"Macy's, Inc.",9578,,3564,Business,Retail,2018,2018,"1,000-9,999",1-99,1,46,47,true,47,,false,20,1-99
04/11/2018 12:00:00 AM,07/06/2018 12:00:00 AM,Cyberattack,,,International Mission Board,9579,,992,Non-Profit/Charity,,2018,2018,500-999,Unknown,,,,false,,,false,86,Unknown
05/11/2018 12:00:00 AM,07/12/2018 12:00:00 AM,Cyberattack,05/11/2018 12:00:00 AM,,Overlake Arthritis and Osteoporosis Center,9581,Malware,627,Health,,2018,2018,500-999,Unknown,,0,,false,,,false,62,Unknown
05/30/2015 12:00:00 AM,08/11/2015 12:00:00 AM,Theft or Mistake,05/29/2015 12:00:00 AM,05/29/2015 12:00:00 AM,Sterling BackCheck,9582,,1419,Business,Human Resources,2016,2016,"1,000-9,999",1-99,0,1,1,false,0,1,false,73,0
08/13/2015 12:00:00 AM,08/18/2015 12:00:00 AM,Cyberattack,,,Web.com Group,9583,,1595,Business,Web Services,2016,2016,"1,000-9,999",Unknown,,,,false,,,false,5,Unknown
08/05/2015 12:00:00 AM,09/09/2015 12:00:00 AM,Cyberattack,12/23/2013 12:00:00 AM,,The Lifetime Healthcare Companies,9585,,,Health,,2016,2016,Unknown,Unknown,,590,,false,,,false,35,Unknown
07/17/2015 12:00:00 AM,09/22/2015 12:00:00 AM,Unauthorized Access,06/19/2014 12:00:00 AM,07/15/2015 12:00:00 AM,Costco,9587,,29425,Business,Retail,2016,2016,"10,000-49,999",300-399,0,393,393,false,391,2,false,67,300-399
08/23/2015 12:00:00 AM,09/26/2015 12:00:00 AM,Theft or Mistake,08/23/2015 12:00:00 AM,,"Sterbick & Associates, P.S.",9588,,500,Business,Legal,2016,2016,500-999,Unknown,,0,,false,,,false,34,Unknown
,09/29/2015 12:00:00 AM,Unauthorized Access,08/20/2014 12:00:00 AM,07/14/2015 12:00:00 AM,Rite Aid Corporation,9589,,2721,Business,Retail,2016,2016,"1,000-9,999",Unknown,,,,false,328,,false,,300-399
09/21/2015 12:00:00 AM,10/01/2015 12:00:00 AM,Unauthorized Access,09/15/2015 12:00:00 AM,,T-Mobile USA/Experian,9591,,328889,Business,Telecommunications,2016,2016,"50,000-999,999",Unknown,,6,,false,,,false,10,Unknown
03/17/2016 12:00:00 AM,11/11/2016 12:00:00 AM,Cyberattack,,,Charles Schwab,9653,Other,975,Finance,,2017,2017,500-999,Unknown,,,,false,,,false,239,Unknown
06/18/2015 12:00:00 AM,10/13/2015 12:00:00 AM,Cyberattack,03/24/2015 12:00:00 AM,05/20/2015 12:00:00 AM,"Service Systems Associates, Inc.",9594,Malware,,Business,Hospitality,2016,2016,Unknown,1-99,0,86,86,false,57,29,false,117,1-99
10/09/2015 12:00:00 AM,10/28/2015 12:00:00 AM,Cyberattack,04/19/2015 12:00:00 AM,09/30/2015 12:00:00 AM,"Digital Theatre, LLC",9595,Malware,3230,Business,Entertainment,2016,2016,"1,000-9,999",100-199,0,173,173,false,164,9,false,19,100-199
,11/13/2015 12:00:00 AM,Cyberattack,12/29/2014 12:00:00 AM,08/11/2015 12:00:00 AM,Noble House Hotels and Resorts,9597,Malware,4555,Business,Hospitality,2016,2016,"1,000-9,999",Unknown,,,,false,225,,false,,200-299
02/10/2015 12:00:00 AM,11/24/2015 12:00:00 AM,Cyberattack,,,"Hilton Worldwide, Inc.",9598,Malware,,Business,Hospitality,2016,2016,Unknown,Unknown,,,,false,,,false,287,Unknown
,11/30/2015 12:00:00 AM,Cyberattack,01/22/2015 12:00:00 AM,07/20/2015 12:00:00 AM,Muji,9599,Malware,664,Business,Retail,2016,2016,500-999,Unknown,,,,false,179,,false,,100-199
08/04/2015 12:00:00 AM,12/18/2015 12:00:00 AM,Unauthorized Access,07/15/2014 12:00:00 AM,08/05/2014 12:00:00 AM,"Yapstone, Inc.",9601,,5264,Business,Web Services,2016,2016,"1,000-9,999",300-399,0,385,385,false,21,364,false,136,1-99
12/07/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Theft or Mistake,11/09/2015 12:00:00 AM,,"Matson Navigation Company, Inc. and Horizon Lines",9602,,2185,Business,Shipping,2016,2016,"1,000-9,999",Unknown,,28,,false,,,false,16,Unknown
12/10/2015 12:00:00 AM,01/13/2016 12:00:00 AM,Unauthorized Access,12/07/2015 12:00:00 AM,12/08/2015 12:00:00 AM,HSBC Bank USA,9604,,5270,Finance,,2016,2016,"1,000-9,999",1-99,0,3,3,false,1,2,false,34,1-99
11/24/2015 12:00:00 AM,01/14/2016 12:00:00 AM,Cyberattack,08/13/2015 12:00:00 AM,12/08/2015 12:00:00 AM,Hyatt Hotels Corporation,9605,Malware,15,Business,Hospitality,2016,2016,< 500,100-199,14,103,117,true,117,,false,51,100-199
07/07/2017 12:00:00 AM,10/12/2017 12:00:00 AM,Cyberattack,03/18/2017 12:00:00 AM,07/02/2017 12:00:00 AM,Hyatt Hotels Corporation,10499,Skimmers,640,Business,Hospitality,2018,2018,500-999,100-199,0,111,111,false,106,5,false,97,100-199
,01/22/2016 12:00:00 AM,Cyberattack,,,Starwood Hotels and Resorts,9607,Malware,,Business,Hospitality,2016,2016,Unknown,Unknown,,,,false,,,false,,Unknown
12/03/2015 12:00:00 AM,01/29/2016 12:00:00 AM,Cyberattack,05/04/2014 12:00:00 AM,12/03/2015 12:00:00 AM,"Landry's, Inc.",9608,Skimmers,,Business,Hospitality,2016,2016,Unknown,500+,0,578,578,true,578,,true,57,500+
,02/04/2016 12:00:00 AM,Unauthorized Access,10/03/2015 12:00:00 AM,12/18/2015 12:00:00 AM,"Gyft, Inc.",9609,,9042,Business,Retail,2016,2016,"1,000-9,999",Unknown,,,,false,76,,false,,1-99
12/16/2015 12:00:00 AM,02/09/2016 12:00:00 AM,Unauthorized Access,11/15/2013 12:00:00 AM,12/24/2015 12:00:00 AM,Health Care Authority,9610,,91187,Government,,2016,2016,"50,000-999,999",500+,8,761,769,true,769,,false,55,500+
11/13/2015 12:00:00 AM,03/04/2016 12:00:00 AM,Unauthorized Access,10/03/2015 12:00:00 AM,,21st Century Oncology,9611,,2802,Health,,2016,2016,"1,000-9,999",Unknown,,41,,false,,,false,112,Unknown
03/02/2016 12:00:00 AM,03/07/2016 12:00:00 AM,Unauthorized Access,03/02/2016 12:00:00 AM,,Turner Construction Company,9612,,566,Business,Construction,2016,2016,500-999,Unknown,,0,,false,,,false,5,Unknown
,03/14/2016 12:00:00 AM,Cyberattack,12/01/2011 12:00:00 AM,01/26/2016 12:00:00 AM,"Bailey's, Inc.",9613,Malware,8844,Business,Retail,2016,2016,"1,000-9,999",Unknown,,,,false,1517,,false,,500+
03/07/2016 12:00:00 AM,03/15/2016 12:00:00 AM,Cyberattack,03/07/2016 12:00:00 AM,03/07/2016 12:00:00 AM,Advance Auto Parts,9614,Phishing,544,Business,Retail,2016,2016,500-999,0,0,0,0,true,0,,true,8,0
,04/11/2016 12:00:00 AM,Cyberattack,01/22/2014 12:00:00 AM,02/08/2016 12:00:00 AM,"Schwaab, Inc.",9615,Malware,2162,Business,Retail,2016,2016,"1,000-9,999",Unknown,,,,false,747,,false,,500+
,04/18/2016 12:00:00 AM,Unauthorized Access,03/01/2016 12:00:00 AM,,doTERRA International LLC,9616,,41485,Business,Consumable,2016,2016,"10,000-49,999",Unknown,,,,false,,,false,,Unknown
04/04/2016 12:00:00 AM,04/27/2016 12:00:00 AM,Unauthorized Access,,,AIM Inc.,9617,,1639,Business,Retail,2016,2016,"1,000-9,999",Unknown,,,,false,,,false,23,Unknown
,05/10/2016 12:00:00 AM,Unauthorized Access,,,LendUp Processing Center,9621,,708,Finance,,2016,2016,500-999,Unknown,,,,false,,,false,,Unknown
,05/11/2016 12:00:00 AM,Unauthorized Access,04/12/2016 12:00:00 AM,,Olympia School District,9622,,2145,Government,,2016,2016,"1,000-9,999",Unknown,,,,false,,,false,,Unknown
01/30/2016 12:00:00 AM,06/06/2016 12:00:00 AM,Cyberattack,,01/30/2016 12:00:00 AM,"Empathia, Inc.",9623,Malware,602,Business,Professional Services,2016,2016,500-999,Unknown,0,,,true,,,true,128,Unknown
09/29/2015 12:00:00 AM,06/10/2016 12:00:00 AM,Unauthorized Access,02/19/2014 12:00:00 AM,08/06/2015 12:00:00 AM,Grand Sierra Resort,9625,,1061,Business,Hospitality,2016,2016,"1,000-9,999",500+,0,587,587,false,533,54,false,255,500+
06/01/2016 12:00:00 AM,06/13/2016 12:00:00 AM,Theft or Mistake,05/27/2016 12:00:00 AM,06/01/2016 12:00:00 AM,The Tax Shack,9626,,1000,Finance,,2016,2016,"1,000-9,999",1-99,0,5,5,true,5,,true,12,1-99
09/17/2014 12:00:00 AM,06/16/2016 12:00:00 AM,Unauthorized Access,05/13/2014 12:00:00 AM,05/13/2014 12:00:00 AM,Uber Technologies,9627,,1355,Business,Transportation,2016,2016,"1,000-9,999",100-199,0,127,127,false,0,127,false,638,0
05/13/2016 12:00:00 AM,06/27/2016 12:00:00 AM,Cyberattack,10/27/2015 12:00:00 AM,03/21/2016 12:00:00 AM,Hard Rock Hotel & Casino Las Vegas,9628,Malware,,Business,Hospitality,2016,2016,Unknown,100-199,0,199,199,false,146,53,false,45,100-199
05/17/2016 12:00:00 AM,06/28/2016 12:00:00 AM,Cyberattack,01/31/2016 12:00:00 AM,06/02/2016 12:00:00 AM,Noodles & Company,9629,Malware,,Business,Hospitality,2016,2016,Unknown,100-199,16,107,123,true,123,,false,42,100-199
05/01/2016 12:00:00 AM,07/06/2016 12:00:00 AM,Cyberattack,12/02/2015 12:00:00 AM,06/08/2016 12:00:00 AM,Wendy's,9630,Malware,,Business,Hospitality,2016,2016,Unknown,100-199,38,151,189,true,189,,false,66,100-199
06/08/2016 12:00:00 AM,07/16/2016 12:00:00 AM,Unauthorized Access,04/01/2015 12:00:00 AM,,"NLU Products, LLC",9632,,2527,Business,Retail,2016,2016,"1,000-9,999",Unknown,,434,,false,,,false,38,Unknown
07/19/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Cyberattack,03/01/2016 12:00:00 AM,07/31/2016 12:00:00 AM,CiCi Enterprises,9633,Malware,,Business,Hospitality,2016,2016,Unknown,100-199,12,140,152,true,152,,false,0,100-199
06/08/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Cyberattack,04/21/2016 12:00:00 AM,06/13/2016 12:00:00 AM,San Antonio Shoemakers,9634,Malware,511,Business,Retail,2016,2016,500-999,1-99,5,48,53,true,53,,false,41,1-99
07/13/2016 12:00:00 AM,08/03/2016 12:00:00 AM,Cyberattack,06/17/2016 12:00:00 AM,,Banner Health,9635,Malware,7916,Health,,2017,2017,"1,000-9,999",Unknown,,26,,false,,,false,21,Unknown
06/13/2016 12:00:00 AM,08/12/2016 12:00:00 AM,Unauthorized Access,03/30/2016 12:00:00 AM,,"Valley Anesthesiology Consultants, Inc.",9637,,611,Health,,2017,2017,500-999,Unknown,,75,,false,,,false,60,Unknown
07/15/2016 12:00:00 AM,08/18/2016 12:00:00 AM,Cyberattack,01/02/2016 12:00:00 AM,07/17/2016 12:00:00 AM,Eddie Bauer,9638,Malware,73508,Business,Clothing,2017,2017,"50,000-999,999",100-199,2,195,197,true,197,,false,34,100-199
06/30/2016 12:00:00 AM,08/22/2016 12:00:00 AM,Cyberattack,10/21/2015 12:00:00 AM,04/07/2016 12:00:00 AM,KontrolFreek,9639,Malware,625,Business,Other,2017,2017,500-999,200-299,0,253,253,false,169,84,false,53,100-199
08/18/2016 12:00:00 AM,08/30/2016 12:00:00 AM,Unauthorized Access,07/16/2016 12:00:00 AM,08/18/2016 12:00:00 AM,"Presnell Gage, PLLC",9640,,2613,Finance,,2017,2017,"1,000-9,999",1-99,0,33,33,true,33,,true,12,1-99
07/15/2016 12:00:00 AM,08/31/2016 12:00:00 AM,Cyberattack,02/16/2016 12:00:00 AM,07/07/2016 12:00:00 AM,Kimpton Hotels & Restaurants,9641,Malware,5428,Business,Hospitality,2017,2017,"1,000-9,999",100-199,0,150,150,false,142,8,false,47,100-199
07/22/2016 12:00:00 AM,08/31/2016 12:00:00 AM,Theft or Mistake,04/21/2016 12:00:00 AM,06/13/2016 12:00:00 AM,Highline Medical Center,9642,,12724,Health,,2017,2017,"10,000-49,999",1-99,0,92,92,false,53,39,false,40,1-99
08/19/2016 12:00:00 AM,09/02/2016 12:00:00 AM,Cyberattack,04/25/2016 12:00:00 AM,,Noble House Hotels,9643,Skimmers,1463,Business,Hospitality,2017,2017,"1,000-9,999",Unknown,,116,,false,,,false,14,Unknown
08/22/2016 12:00:00 AM,09/19/2016 12:00:00 AM,Unauthorized Access,,,ACTIVEOutdoors,9644,,1449645,Government,,2017,2017,"1,000,000+",Unknown,,,,false,,,false,28,Unknown
08/23/2016 12:00:00 AM,09/19/2016 12:00:00 AM,Theft or Mistake,,,"Ascensus, Inc.",9645,,1505,Finance,,2017,2017,"1,000-9,999",Unknown,,,,false,,,false,27,Unknown
09/06/2016 12:00:00 AM,09/23/2016 12:00:00 AM,Theft or Mistake,08/31/2016 12:00:00 AM,09/02/2016 12:00:00 AM,Group Health Cooperative,9646,,651,Health,,2017,2017,500-999,1-99,0,6,6,false,2,4,false,17,1-99
09/12/2016 12:00:00 AM,09/30/2016 12:00:00 AM,Unauthorized Access,09/12/2016 12:00:00 AM,09/12/2016 12:00:00 AM,Vaupell,9647,,1198,Business,Manufacturing,2017,2017,"1,000-9,999",0,0,0,0,true,0,,true,18,0
09/30/2016 12:00:00 AM,10/19/2016 12:00:00 AM,Cyberattack,05/29/2016 12:00:00 AM,07/22/2016 12:00:00 AM,Eastwood Company,9649,Malware,633,Business,Other,2017,2017,500-999,100-199,0,124,124,false,54,70,false,19,1-99
10/07/2016 12:00:00 AM,11/04/2016 12:00:00 AM,Cyberattack,,,Rebecca Minkoff LLC,9650,,549,Business,Retail,2017,2017,500-999,Unknown,,,,false,,,false,28,Unknown
,11/09/2016 12:00:00 AM,Cyberattack,09/07/2016 12:00:00 AM,10/24/2016 12:00:00 AM,Eileen Fisher Inc.,9651,Malware,755,Business,Clothing,2017,2017,500-999,Unknown,,,,false,47,,false,,1-99
07/14/2016 12:00:00 AM,11/09/2016 12:00:00 AM,Cyberattack,,,UFCW Local 655 Food Employers Pension Plan,9652,Ransomware,556,Finance,,2017,2017,500-999,Unknown,,,,false,,,false,118,Unknown
11/04/2016 12:00:00 AM,11/18/2016 12:00:00 AM,Cyberattack,10/03/2015 12:00:00 AM,10/09/2016 12:00:00 AM,Springfield Armory,9654,Malware,512,Business,Other,2017,2017,500-999,300-399,0,398,398,false,372,26,false,14,300-399
,11/18/2016 12:00:00 AM,Unauthorized Access,11/13/2016 12:00:00 AM,,Michigan State University,9655,,,Education,,2017,2017,Unknown,Unknown,,,,false,,,false,,Unknown
10/21/2016 12:00:00 AM,11/21/2016 12:00:00 AM,Cyberattack,03/09/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Island Hotel Company Limited,9656,Malware,,Business,Hospitality,2017,2017,Unknown,200-299,1,226,227,true,227,,false,31,200-299
10/27/2016 12:00:00 AM,11/22/2016 12:00:00 AM,Cyberattack,11/09/2015 12:00:00 AM,10/24/2016 12:00:00 AM,The Madison Square Garden Company,9657,Malware,,Business,Entertainment,2017,2017,Unknown,300-399,0,353,353,false,350,3,false,26,300-399
10/18/2016 12:00:00 AM,11/30/2016 12:00:00 AM,Theft or Mistake,10/18/2016 12:00:00 AM,10/18/2016 12:00:00 AM,CHI Franciscan Health- Hospice Tacoma,9658,,1223,Health,,2017,2017,"1,000-9,999",0,0,0,0,true,0,,true,43,0
,12/20/2016 12:00:00 AM,Unauthorized Access,,,Western Union Financial Services,9659,,2470,Finance,,2017,2017,"1,000-9,999",Unknown,,,,false,,,false,,Unknown
11/30/2016 12:00:00 AM,12/21/2016 12:00:00 AM,Unauthorized Access,01/16/2016 12:00:00 AM,,Community Health Plan of Washington,9660,,353388,Health,,2017,2017,"50,000-999,999",Unknown,,319,,false,,,false,21,Unknown
11/28/2016 12:00:00 AM,01/12/2017 12:00:00 AM,Cyberattack,05/02/2016 12:00:00 AM,11/22/2016 12:00:00 AM,"Spiraledge, Inc.",9661,Malware,9700,Business,Retail,2017,2017,"1,000-9,999",200-299,0,210,210,false,204,6,false,45,200-299
12/23/2015 12:00:00 AM,01/18/2017 12:00:00 AM,Cyberattack,,,"CoPilot Provider Support Services, Inc.",9662,Other,1522,Health,,2017,2017,"1,000-9,999",Unknown,,,,false,,,false,392,Unknown
12/23/2016 12:00:00 AM,02/03/2017 12:00:00 AM,Unauthorized Access,11/16/2016 12:00:00 AM,11/16/2016 12:00:00 AM,"Conover Capital Management, LLC and Conover Securities Corporation",9664,,1197,Finance,,2017,2017,"1,000-9,999",1-99,0,37,37,false,0,37,false,42,0
01/09/2017 12:00:00 AM,02/08/2017 12:00:00 AM,Unauthorized Access,11/21/2016 12:00:00 AM,11/21/2016 12:00:00 AM,The Boeing Company,9665,,7288,Business,Manufacturing,2017,2017,"1,000-9,999",1-99,0,49,49,false,0,49,false,30,0
02/06/2017 12:00:00 AM,02/22/2017 12:00:00 AM,Unauthorized Access,02/03/2017 12:00:00 AM,02/06/2017 12:00:00 AM,"InterMountain Management, LLC",9666,,558,Business,Hospitality,2017,2017,500-999,1-99,0,3,3,true,3,,true,16,1-99
11/16/2016 12:00:00 AM,02/22/2017 12:00:00 AM,Cyberattack,04/24/2016 12:00:00 AM,12/14/2016 12:00:00 AM,Intex Recreation Corp.,9667,Malware,1547,Business,Manufacturing,2017,2017,"1,000-9,999",200-299,28,206,234,true,234,,false,98,200-299
02/06/2017 12:00:00 AM,02/23/2017 12:00:00 AM,Cyberattack,06/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Abbott Nutrition,9668,Malware,1819,Business,Consumable,2017,2017,"1,000-9,999",500+,0,1346,1346,false,1309,37,false,17,500+
02/06/2017 12:00:00 AM,02/24/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,Mrs Prindables,9669,Malware,784,Business,Consumable,2017,2017,500-999,300-399,0,346,346,false,283,63,false,18,200-299
01/05/2017 12:00:00 AM,02/24/2017 12:00:00 AM,Cyberattack,07/30/2015 12:00:00 AM,12/14/2016 12:00:00 AM,Roberts Hawaii,9671,Malware,1178,Business,Transportation,2017,2017,"1,000-9,999",500+,0,525,525,false,503,22,false,50,500+
01/12/2017 12:00:00 AM,02/24/2017 12:00:00 AM,Theft or Mistake,01/12/2017 12:00:00 AM,,"Pasco Rentals, Inc.",9672,,6300,Business,Other,2017,2017,"1,000-9,999",Unknown,,0,,false,,,false,43,Unknown
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"New England Biolabs, Inc.",9674,Malware,746,Business,Biotech,2017,2017,500-999,300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,Alpha Industries,9675,Malware,1013,Business,Clothing,2017,2017,"1,000-9,999",300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"Nutrex Hawaii, Inc.",9676,Malware,725,Business,Consumable,2017,2017,500-999,300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"Blue Mercury, Inc.",9677,Malware,778,Business,Cosmetic,2017,2017,500-999,300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"Vapour Organic Beauty, LLC",9678,Malware,847,Business,Cosmetic,2017,2017,500-999,300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"Plow and Hearth, LLC",9679,Malware,1274,Business,Home,2017,2017,"1,000-9,999",300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"Century, LCC",9680,Malware,639,Business,Retail,2017,2017,500-999,300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"Movie Mars, Inc.",9681,Malware,524,Business,Retail,2017,2017,500-999,300-399,0,346,346,false,283,63,false,19,200-299
02/06/2017 12:00:00 AM,03/06/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,West Music Company,9682,Malware,1495,Business,Retail,2017,2017,"1,000-9,999",300-399,0,346,346,false,283,63,false,28,200-299
02/22/2017 12:00:00 AM,03/07/2017 12:00:00 AM,Unauthorized Access,02/22/2017 12:00:00 AM,02/22/2017 12:00:00 AM,Russell Investments,9683,,1291,Finance,,2017,2017,"1,000-9,999",0,0,0,0,true,0,,true,13,0
02/06/2017 12:00:00 AM,03/08/2017 12:00:00 AM,Cyberattack,12/14/2016 12:00:00 AM,02/06/2017 12:00:00 AM,prAna,9684,Malware,18172,Business,Clothing,2017,2017,"10,000-49,999",1-99,0,54,54,true,54,,true,30,1-99
02/06/2017 12:00:00 AM,03/08/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,Atlantic Cigar,9685,Malware,803,Business,Retail,2017,2017,500-999,300-399,0,346,346,false,283,63,false,30,200-299
02/06/2017 12:00:00 AM,03/10/2017 12:00:00 AM,Unauthorized Access,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,Bambeco Inc.,9686,,2176,Business,Home,2017,2017,"1,000-9,999",300-399,0,346,346,false,283,63,false,32,200-299
02/13/2017 12:00:00 AM,03/16/2017 12:00:00 AM,Unauthorized Access,02/11/2017 12:00:00 AM,02/13/2017 12:00:00 AM,"Northwest Christian Schools, Inc.",9687,,526,Education,,2017,2017,500-999,1-99,0,2,2,true,2,,true,31,1-99
02/03/2017 12:00:00 AM,03/17/2017 12:00:00 AM,Cyberattack,10/20/2016 12:00:00 AM,10/20/2016 12:00:00 AM,People for People,9688,Other,821,Non-Profit/Charity,,2017,2017,500-999,100-199,0,106,106,false,0,106,false,42,0
02/10/2017 12:00:00 AM,03/27/2017 12:00:00 AM,Cyberattack,,,"Easy Breathe, Inc.",9689,,2034,Business,Other,2017,2017,"1,000-9,999",Unknown,,,,false,,,false,45,Unknown
02/06/2017 12:00:00 AM,04/04/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,Tempur-Pedic,9690,Malware,7366,Business,Manufacturing,2017,2017,"1,000-9,999",300-399,0,346,346,false,283,63,false,57,200-299
02/11/2017 12:00:00 AM,04/09/2017 12:00:00 AM,Cyberattack,01/30/2017 12:00:00 AM,01/30/2017 12:00:00 AM,Lake Kennedy McCulluch CPAs PS,9691,Other,1688,Finance,,2017,2017,"1,000-9,999",1-99,0,12,12,false,0,12,false,57,0
03/24/2017 12:00:00 AM,04/12/2017 12:00:00 AM,Cyberattack,10/01/2016 12:00:00 AM,01/01/2017 12:00:00 AM,"ILKB, LLC",9692,Other,1140,Business,Fitness,2017,2017,"1,000-9,999",100-199,0,174,174,false,92,82,false,19,1-99
